Severity,Start_Lat,Start_Lng,Distance(mi),Side,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Civil_Twilight
2,39.927441,-83.056198,0.01,1,35.6,32.8,81.0,29.94,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.946892,-82.915489,0.01,1,37.0,33.3,73.0,29.95,10.0,4.6,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3,40.002552,-83.118355,0.01,1,33.8,30.8,87.0,29.92,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,40.151196,-84.220032,7.07,1,42.8,37.5,93.0,29.72,4.0,9.2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.588413,-84.229774,0.01,0,39.0,28.0,82.0,29.69,10.0,25.3,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3,41.370506,-83.616997,0.01,1,28.9,19.2,54.0,30.16,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.945427,-82.846558,0.01,1,30.9,25.2,47.0,30.17,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.945751,-82.846252,0.01,1,30.9,21.7,47.0,30.18,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,41.316475,-81.649101,0.01,1,25.0,14.8,66.0,30.2,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.786633,-84.170837,0.01,0,29.8,23.9,48.0,30.2,10.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,39.768337,-84.194244,0.0,0,28.9,23.9,56.0,30.21,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,40.005947,-82.858887,0.0,1,25.0,19.3,66.0,30.19,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.355782,-83.268311,0.01,1,25.2,20.9,79.0,30.17,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,40.030914,-82.994598,0.01,1,27.0,19.5,61.0,30.19,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.746147,-84.183167,0.0,1,30.2,24.3,75.0,30.14,3.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.771233,-84.1763,0.0,0,30.2,24.3,75.0,30.14,3.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.976398,-83.119225,0.01,1,26.6,20.0,80.0,30.16,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.948391,-82.943558,0.01,1,28.0,19.3,58.0,30.19,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.321606,-84.070908,0.01,0,28.9,25.2,78.0,30.21,4.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.758556,-84.177246,0.01,0,30.6,24.7,79.0,30.16,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.939571,-83.009911,0.01,1,30.2,24.3,69.0,30.13,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,39.747753,-84.205582,0.01,1,30.0,22.4,92.0,30.1,1.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.815628,-84.093338,0.0,0,32.0,27.5,93.0,30.1,1.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.635357,-84.216339,0.0,1,34.0,26.0,79.0,30.11,3.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.757317,-84.151299,0.0,1,32.0,25.6,100.0,30.14,2.5,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.768837,-84.201569,0.0,1,33.1,26.1,96.0,30.07,1.5,8.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.749916,-84.139359,0.01,1,33.1,26.9,94.0,30.08,1.5,6.9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.685413,-84.220871,0.01,1,33.1,26.9,89.0,30.02,1.0,6.9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.919437,-82.775238,0.0,1,33.1,26.1,82.0,30.06,2.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.972076,-83.098183,0.01,1,30.2,25.4,100.0,30.05,1.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.791206,-84.206223,0.01,1,34.0,27.2,96.0,30.01,2.5,8.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.778645,-84.204765,0.01,1,33.1,26.9,96.0,30.0,2.0,6.9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.749916,-84.139359,0.01,1,32.0,25.6,100.0,30.0,1.8,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.934155,-82.852524,0.01,1,30.2,25.4,93.0,30.03,1.5,4.6,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,39.755344,-84.203598,0.01,1,32.0,26.4,100.0,30.05,1.8,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,40.045822,-83.033424,0.01,1,32.0,25.6,92.0,30.02,2.5,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40.051949,-83.032806,0.01,1,32.0,25.6,92.0,30.02,2.5,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.943745,-83.073151,0.01,1,31.6,28.3,100.0,30.04,2.5,3.5,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,39.89217,-83.039169,0.01,1,31.6,28.3,100.0,30.04,2.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,39.948158,-83.036201,0.01,1,31.6,28.3,100.0,30.04,2.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.819839,-84.189087,0.01,1,30.9,21.2,96.0,30.1,2.5,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.788414,-84.183693,0.01,1,32.9,25.9,99.0,30.1,7.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.747406,-84.239487,0.01,1,30.9,21.2,96.0,30.08,3.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.747753,-84.205582,0.01,1,30.9,21.2,96.0,30.08,3.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.788414,-84.183693,0.01,1,32.0,24.2,100.0,30.12,2.5,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,41.351006,-83.622826,0.01,1,28.9,22.8,85.0,30.17,9.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.756203,-84.25322,0.01,1,30.0,19.5,96.0,30.14,4.0,13.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.943653,-83.060631,0.0,0,32.0,24.2,93.0,30.06,4.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.985336,-82.789841,0.01,1,32.0,24.2,80.0,30.07,6.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,40.077419,-82.907898,0.01,1,32.0,24.2,80.0,30.07,6.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.739037,-84.152107,0.0,1,31.8,23.3,99.0,30.13,6.0,10.4,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,40.083298,-84.117058,0.01,1,30.0,19.5,96.0,30.14,4.0,13.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,40.089439,-83.036194,0.01,1,32.0,24.2,88.0,30.12,6.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.735844,-84.121658,0.01,0,32.5,27.1,92.0,30.18,5.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,39.764576,-84.187706,0.01,1,32.0,28.7,93.0,30.2,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,39.747974,-84.215065,0.01,1,32.0,25.6,88.0,30.2,4.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.747753,-84.205582,0.01,1,32.0,24.8,88.0,30.2,5.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.95232,-83.037613,0.0,0,33.8,29.6,81.0,30.15,7.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,40.01757,-82.928978,0.01,0,34.0,26.6,70.0,30.19,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.956528,-83.018555,0.01,1,33.8,28.6,75.0,30.18,7.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.939571,-83.009911,0.01,1,33.8,28.6,75.0,30.18,7.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,41.137856,-83.658844,0.01,1,30.9,23.5,85.0,30.08,5.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,41.112324,-81.609924,0.01,1,37.0,30.4,76.0,30.11,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,40.109077,-83.091064,0.01,1,39.0,33.4,79.0,30.12,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.779266,-84.23465,0.01,1,42.1,36.6,70.0,30.1,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.772823,-84.135612,0.01,1,46.4,42.4,66.0,30.12,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,40.109497,-83.090813,0.01,1,45.0,39.7,65.0,30.14,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.843636,-82.216187,0.0,0,66.0,66.0,70.0,29.17,10.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.974941,-83.10006,0.01,1,44.6,40.7,93.0,30.28,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,41.403664,-82.13942,0.01,1,37.0,30.4,89.0,30.33,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,41.420448,-81.828468,0.01,1,37.0,28.9,89.0,30.37,10.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.816311,-84.130341,0.01,1,45.5,40.3,98.0,30.33,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.798302,-84.235229,0.01,1,45.0,38.9,90.0,30.33,7.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.767513,-84.194016,0.01,1,45.0,38.9,90.0,30.33,7.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.781044,-84.242554,0.0,0,45.0,38.9,90.0,30.33,7.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.774738,-84.174683,0.01,0,45.9,40.8,95.0,30.34,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.767204,-84.162796,0.0,1,46.4,40.7,87.0,30.32,10.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.95166,-83.017601,0.01,1,45.0,40.1,80.0,30.33,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.950317,-83.017242,0.01,1,46.4,40.7,87.0,30.33,10.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.732437,-84.20874,0.01,0,46.0,40.6,83.0,30.32,8.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.790283,-84.190063,0.01,1,46.0,41.0,86.0,30.34,9.0,10.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,41.425308,-81.897865,0.01,0,37.0,31.0,89.0,30.43,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,41.407391,-81.646767,0.01,1,43.0,37.7,97.0,29.81,0.8,9.2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.820084,-84.167557,0.01,1,42.1,37.1,65.0,29.91,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,39.754055,-84.17588,0.01,1,37.8,32.5,81.0,29.91,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.803738,-84.224617,0.0,1,42.1,36.6,65.0,29.91,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.596882,-84.117653,0.01,1,43.0,39.5,60.0,29.9,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.615669,-84.135452,0.01,0,43.0,39.5,60.0,29.9,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.973015,-83.014801,0.01,1,45.0,42.6,56.0,29.9,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.949711,-82.970123,0.01,1,45.0,42.6,56.0,29.9,10.0,4.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,39.74773,-84.172325,0.01,0,45.5,41.3,71.0,29.94,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,39.740417,-84.186539,0.01,1,45.5,41.3,71.0,29.94,10.0,8.1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,39.736004,-84.143448,0.0,1,39.7,37.6,72.0,30.0,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.598721,-84.161491,0.01,1,37.0,34.5,70.0,30.0,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.74004,-84.194923,0.01,1,46.0,41.0,51.0,30.02,10.0,10.4,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,38.660347,-120.980392,0.01,1,44.6,41.4,87.0,30.06,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.675434,-120.881569,0.01,0,42.8,41.1,93.0,30.06,9.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.596119,-121.412254,0.01,1,46.4,44.3,93.0,30.1,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.692959,-121.351631,0.01,1,44.6,42.2,93.0,30.1,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.359741,-120.821121,0.01,1,41.0,37.1,100.0,30.04,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.642338,-121.367226,0.01,1,44.6,43.1,100.0,30.1,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.763294,-121.258377,0.01,1,44.6,43.1,93.0,30.09,9.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.574951,-121.415451,0.01,1,44.6,43.1,93.0,30.09,9.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.640564,-121.382484,0.01,1,44.6,42.2,93.0,30.08,7.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39.524075,-121.57325,0.01,1,45.0,42.6,82.0,30.1,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.574917,-121.550362,0.01,1,45.0,41.8,97.0,30.09,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.550854,-121.427856,0.01,1,45.0,41.8,97.0,30.09,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.00544,-121.258011,0.01,1,44.1,39.5,96.0,30.09,6.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.254089,-122.373581,0.0,0,46.0,43.9,86.0,30.15,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,37.764954,-121.410652,0.01,1,42.1,40.2,96.0,30.11,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,37.764954,-121.410652,0.01,1,46.0,41.4,83.0,30.12,10.0,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,37.795395,-121.412521,0.0,0,46.0,41.4,83.0,30.12,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.886555,-121.237999,0.01,0,35.6,31.7,100.0,30.12,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,38.710537,-121.306374,0.01,1,44.6,38.4,76.0,30.15,10.0,12.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.747753,-121.26844,0.01,1,46.4,41.1,71.0,30.14,10.0,11.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.761494,-121.259529,0.01,1,46.4,41.1,71.0,30.14,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.695564,-120.813416,0.01,0,46.4,45.2,62.0,30.06,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39.016014,-120.987747,0.01,1,44.6,43.1,66.0,30.09,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.992344,-121.252716,0.01,1,42.1,37.7,76.0,30.1,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.25161,-121.838341,0.01,1,44.6,43.1,81.0,30.16,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.62479,-121.517189,0.01,1,46.4,40.4,57.0,30.13,10.0,13.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.893448,-121.282372,0.01,1,42.1,37.7,76.0,30.1,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.70137,-121.877411,0.01,1,46.0,40.6,58.0,30.14,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.112762,-122.106003,0.01,1,44.1,42.5,71.0,30.11,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.922138,-121.732063,0.01,1,46.0,40.6,58.0,30.14,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.106022,-121.657707,0.01,1,39.2,37.0,87.0,30.15,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,38.642693,-121.429085,0.01,1,46.4,40.4,57.0,30.15,10.0,13.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.702499,-122.01693,0.01,1,46.0,43.1,63.0,30.18,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.985886,-121.982559,0.01,0,42.1,39.2,82.0,30.14,10.0,4.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.572262,-120.846046,0.01,1,41.0,33.1,39.0,30.11,10.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.382198,-122.833389,0.0,0,45.0,40.1,68.0,30.17,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.521854,-122.627922,0.0,0,42.1,35.7,73.0,30.18,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.644981,-121.388252,0.01,1,46.4,41.9,66.0,30.19,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.801796,-121.300217,0.01,1,46.4,41.9,66.0,30.19,10.0,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.173363,-122.523186,0.0,1,46.4,43.5,71.0,30.24,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.321789,-120.541,0.01,0,41.0,38.0,86.0,30.19,6.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.801796,-121.300217,0.01,1,46.4,41.9,62.0,30.2,10.0,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.758034,-121.261528,0.01,1,44.6,40.7,61.0,30.2,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.908562,-122.068726,0.01,1,44.1,42.5,60.0,30.17,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.766975,-121.253204,0.01,1,41.0,37.1,70.0,30.2,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.739689,-121.121376,0.01,1,43.0,41.3,71.0,30.21,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.583015,-121.50322,0.01,1,44.1,41.5,65.0,30.21,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.661053,-121.359779,0.01,1,41.0,39.0,70.0,30.22,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.952263,-122.327911,0.01,1,46.0,43.9,54.0,30.18,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.774651,-121.671844,0.0,0,39.0,32.8,73.0,30.26,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.615181,-120.98172,0.01,1,39.0,35.7,86.0,30.23,2.5,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.419003,-121.961128,0.01,1,46.0,44.8,61.0,30.23,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.24424,-122.082764,0.01,1,41.4,39.4,70.0,30.24,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.660446,-122.103874,0.01,1,46.0,43.9,51.0,30.26,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.668953,-122.10939,0.01,1,45.0,40.6,53.0,30.27,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.597847,-121.946922,0.01,0,45.0,40.6,53.0,30.27,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,37.808498,-122.366852,0.01,1,43.0,39.5,76.0,30.26,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,38.607342,-121.560013,11.93,0,45.0,43.5,82.0,30.3,10.0,3.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3,38.816654,-121.189018,0.01,1,39.2,35.0,93.0,30.18,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.807629,-121.296906,0.01,1,43.0,41.3,82.0,30.2,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.76532,-121.255852,0.01,1,44.6,43.1,81.0,30.2,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.788273,-121.302597,0.01,1,45.0,43.5,80.0,30.19,9.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.466705,-121.415283,0.01,1,44.1,42.5,85.0,30.19,7.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.016792,-121.889641,0.01,1,45.0,43.5,74.0,30.16,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.014637,-121.880585,0.01,1,45.0,43.5,74.0,30.16,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.890125,-121.602249,0.01,1,37.9,34.4,89.0,30.19,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.552738,-122.300407,0.01,1,46.4,45.2,81.0,30.2,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.903862,-122.312912,0.01,1,42.1,40.2,79.0,30.15,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.80875,-122.311989,0.01,1,45.0,43.5,86.0,30.18,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,37.741455,-121.580154,0.01,1,37.9,35.5,89.0,30.18,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.436363,-122.868492,0.0,1,37.9,35.5,100.0,30.16,9.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.220589,-122.131966,0.01,1,37.0,34.5,89.0,30.14,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.018745,-121.942886,0.01,1,39.0,36.8,82.0,30.13,10.0,3.5,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,38.678711,-120.741234,0.01,1,46.4,44.3,81.0,30.1,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.644032,-121.378464,0.01,1,41.0,39.0,93.0,30.11,5.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.788273,-121.302597,0.01,1,37.9,34.4,100.0,30.1,0.2,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,37.751484,-121.470055,0.01,1,37.9,34.4,100.0,30.1,0.2,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.537827,-121.738464,0.01,1,44.6,40.7,87.0,30.14,4.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.902161,-121.466637,0.01,0,46.4,43.5,87.0,30.1,3.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,39.460178,-121.487823,0.0,1,39.9,36.7,89.0,30.06,4.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.130322,-121.352623,0.0,1,45.0,43.5,93.0,30.03,4.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.592815,-121.284149,0.01,1,44.6,43.1,93.0,30.03,6.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.839073,-121.306923,0.01,0,41.0,39.0,93.0,30.02,2.5,3.5,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2,37.711136,-121.013069,0.01,1,45.0,43.5,86.0,30.04,3.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.95253,-121.275063,0.01,1,46.0,44.8,89.0,30.03,5.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.666325,-121.031998,0.01,1,44.1,40.8,85.0,30.03,2.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.866753,-122.303642,0.01,1,45.0,40.1,63.0,30.07,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.091572,-122.230301,0.01,1,34.0,29.8,92.0,30.08,3.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.767078,-121.331657,0.01,1,36.0,32.1,100.0,30.06,6.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
